finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason
https://chatgpt.com/codex/cloud/security/findings/a0aff086d85c8191b2082624edf5307f,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Unvalidated engine-version artifact can leak secrets,"The commit adds full-lifecycle engine sidecar copying. For engine_version, the only content validation is that the source text is non-empty; unlike the digest artifacts, it has no bounded schema, length limit, character allowlist, or forbidden-payload/secret check. The file is then copied verbatim to run_dir/engine-version.txt and added to the manifest. The canonical body-payload/privacy validator scans JSON/JSONL artifacts and .log files under logs/, but not root-level .txt artifacts, so a malicious connector/finalize invocation can place sensitive content such as CI environment data, Authorization headers, or body sentinels into engine-version.txt while validate --check all still succeeds. This undermines the framework's canonical evidence privacy guarantees and can leak secrets if run artifacts are uploaded from CI.",medium,new,2026-07-13T16:36:00.399068Z,2026-07-12 08:28:15 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,088e520052dcdb25ffa2d29bebcdf20ba0e066eb,ci/no_crs_baseline.py,
https://chatgpt.com/codex/cloud/security/findings/1026985814c481918b4b027a23781d3f,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,apxs discovery executes untrusted cache candidates,"The new framework_apxs_has_usable_headers helper runs every discovered apxs candidate with `-q INCLUDEDIR` to decide whether it has headers. framework_find_apxs applies this helper to APXS_BIN/APXS, PATH candidates, and globbed entries under CONNECTOR_COMPONENT_CACHE and BUILD_ROOT. As a result, a malicious executable named `apxs` placed in a searched cache/build location is executed during discovery, even if it is stale, incomplete, and ultimately not selected. This expands a lookup function that previously only resolved executable paths into a code-execution sink for cache/build-root contents. In environments that reuse component caches across trust boundaries or allow untrusted connector/build artifacts to populate these paths, this can turn cache poisoning into CI/local code execution under the smoke runner user.",medium,new,2026-07-13T16:34:06.203506Z,2026-07-12 07:59:26 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,fefbf63ab11c192fe2d445d547ee6587e3f26684,ci/common.sh | tests/no_crs/test_apxs_cache_selection.py,
https://chatgpt.com/codex/cloud/security/findings/9a214a75c8588191882b8ac9d962680f,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Phase-4 evidence bypasses integration-mode binding,"For full_lifecycle artifacts, events are supposed to be bound to the selected manifest/result integration_mode. event_for_case() only prefers matching-mode events; if none match, it deliberately keeps the wrong-mode candidates so callers can report a mismatch. However, normalize_case_record() does not apply the new canonical_event_errors(..., integration_mode=...) failures to Phase-4 PASS records. Phase-4 validation calls phase4_pass_errors(), which still validates only the connector and never receives the selected integration_mode. As a result, a Phase-4 record can remain PASS using a raw event whose integration_mode differs from the selected full-lifecycle host profile. This can let compatibility-path or stale events satisfy selected native full-lifecycle Phase-4 evidence and create misleading PASS results in generated evidence artifacts. The completeness validator later added in this commit can detect the mismatch, but finalize_run() can still write the PASS record before such validation is run.",medium,new,2026-07-13T16:35:01.809217Z,2026-07-12 06:54:37 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,ec4562aae1f5463d2ce2527d33e7c697f7bb2023,ci/no_crs_baseline.py,
https://chatgpt.com/codex/cloud/security/findings/79df193a47ac8191bc86540880a67c9b,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,HAProxy shared cache can be forged to reuse attacker binary,"The new HAProxy managed-cache path accepts HAPROXY_BIN outside BUILD_ROOT when it appears under CONNECTOR_COMPONENT_CACHE/builds/connectors/haproxy/<64-hex>/... and has matching cache marker JSON. However, the marker and manifest checks are only self-consistency checks over attacker-writable files in the same cache root: the cache key is a plain SHA-256 of attacker-chosen identity data, not a signature or trusted digest of the HAProxy binary. The later provenance check only verifies that haproxy.provenance contains expected text lines for version/source/SHA, which an attacker who can write the cache can also forge. If a CI or developer workflow reuses this shared component cache across trust boundaries, a malicious earlier job can plant a fake complete cache entry and executable; a later trusted prepare step will skip rebuilding and report the forged HAPROXY_BIN as ready, leading downstream smoke runs to execute the attacker-controlled binary.",medium,new,2026-07-13T16:29:56.568494Z,2026-07-11 18:54:13 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,2a6bbb092bf271f8ad9ee61d6d1ab842fbf2a63e,ci/common.sh | ci/prepare-haproxy-runtime.sh,
https://chatgpt.com/codex/cloud/security/findings/b7182cd323788191ab7ac23888fa4450,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Synthetic probe can mint real-host lifecycle evidence,"The commit adds synchronized_upstream.py to generate first-byte lifecycle evidence. The CLI only blocks real_host evidence when --target-port is omitted. If a caller sets a fixed --listen-port and passes the same port as --target-port with --evidence-origin real_host, the helper connects directly to its own synthetic upstream, yet run_client_barrier copies the caller-provided origin into the evidence and sets promotion_eligible=true. Downstream promotion gates trust evidence_origin == real_host, so a malicious or compromised connector harness can create promotion-eligible first-byte/no-full-buffer evidence without exercising a real connector path, then pair it with crafted events/case records to pass the new lifecycle checks and overstate connector security coverage.",medium,new,2026-07-13T16:26:44.249179Z,2026-07-11 14:11:55 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,9bb87d1e74ce0f2336483564f3dad6d3b2a3a2b9,tests/runners/synchronized_upstream.py | ci/no_crs_baseline.py,
https://chatgpt.com/codex/cloud/security/findings/d977dab59b8881918b43fe4266be1701,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Phase-4 content-type cases can falsely PASS on wrong status,"The commit adds `phase4_out_of_scope_content_type` and `phase4_missing_content_type` with `expected_status` set to 200. These cases are treated as Phase-4 semantic cases, so `normalize_case_record()` bypasses the generic `expected_status` comparison and delegates to `phase4_pass_errors()`. The new content-type branches only require that the host-observed `actual_status` equals the event's `visible_http_status`; they do not require either value to equal the catalog's expected 200. As a result, a host/connector evidence file can mark these cases PASS with an observable wrong status such as 500, as long as the event also reports visible status 500. This weakens the evidence contract and can make generated no-CRS reports falsely claim support for content-type scope behavior.",medium,new,2026-07-13T16:27:51.602300Z,2026-07-11 12:50:22 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,2414515b17b7853061009f7e8a15563160ba5946,tests/cases/no-crs-baseline/catalog.json | ci/no_crs_baseline.py,
https://chatgpt.com/codex/cloud/security/findings/51d9936d46c081918bd41943cfca556e,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Phase-4 log-only evidence marks RESPONSE_BODY verified,"The new Phase-4 model separates a narrow `phase4_rule_observed` case from actual disruptive outcomes, but the aggregate result now treats `phase4_rule_observed` as `response_body_verified`. `phase4_rule_observed` returns PASS after only the canonical Phase-4 event/rule checks and does not require a client-visible block, pre-commit deny, connection abort, or expected HTTP status. The helper also derives `phase4_rule_observed` from `phase4_deny_after_commit_log_only`, whose intended outcome is pass-through/log-only after headers were committed. As a result, a connector that only observes/logs a RESPONSE_BODY rule can set `response_body_verified=true`, and the validator recomputes the same incorrect predicate, so validation will not catch the false claim. This undermines report integrity and may create false assurance that RESPONSE_BODY enforcement is verified.",medium,new,2026-07-13T16:26:20.579168Z,2026-07-11 08:50:56 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,3e7a08507b7fdb48565047470a3164a872fb15b5,tests/cases/no-crs-baseline/catalog.json | ci/no_crs_baseline.py,
https://chatgpt.com/codex/cloud/security/findings/63a331f94bcc8191a3e7f92bdbb7c7bf,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Collector case-list results can mask failed source status,"The new source_records() branch accepts collector payloads with ""cases"" as a list. finalize_run() then records the top-level source status using str(...).upper() and computes source_failure with an exact membership test for ""FAIL"". Known aliases such as ""failed"" and ""error"" are accepted for per-case statuses elsewhere via STATUS_ALIASES, but are not applied to the top-level source status. As a result, a source result like {""status"":""failed"", ""cases"":[...PASS case records...]} is now accepted; source_statuses becomes [""FAILED""], source_failure is false, and if the listed cases satisfy the pass gates the canonical result can be PASS. The newly added status validation repeats the same exact ""FAIL"" check, so it does not catch the inconsistency. This can undermine report integrity for CI evidence generated from connector-owned or collector-produced JSON.",medium,new,2026-07-13T16:25:56.316492Z,2026-07-11 05:18:05 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,3773e84c4f2f60a745ec20896706c5674dc31199,ci/no_crs_baseline.py,
https://chatgpt.com/codex/cloud/security/findings/712cf426a780819188abe4928484b4d7,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,No-CRS summary trusts forged PASS result files,"The introduced summarize path loads each connector's result.json with find_result() and then directly uses the unvalidated status, evidence_stages, capabilities_verified, group_statuses, and status_counts fields to generate JSON and Markdown reports. It does not call validate_run() or require manifest.json, inventory/run.json, results.jsonl, events.jsonl, checksums, PASS gates, or capability consistency before rendering PASS. The Makefile no-crs-summary target invokes this summarizer directly and does not depend on check-no-crs-evidence. As a result, an attacker who can place or alter files under the evidence root, such as a malicious connector harness/repository in CI, can create minimal forged result.json files claiming PASS and have the canonical all-connector report show connector or even overall PASS despite no runtime evidence.",medium,new,2026-07-13T16:27:19.321934Z,2026-07-10 20:45:53 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,5401a9fa01a0aa4f2597521565dba186440537d1,ci/no_crs_baseline.py | Makefile,
https://chatgpt.com/codex/cloud/security/findings/fe1ef37482e08191b59d3408d055654b,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Runtime provisioning helpers bypass download/build opt-in,"The prepare-* runtime scripts intentionally require ALLOW_RUNTIME_DOWNLOADS=1, and lighttpd additionally requires ALLOW_RUNTIME_BUILDS=1, before fetching artifacts or executing a source build. The new require_or_provision_envoy, require_or_provision_traefik, and require_or_provision_lighttpd functions call those prepare scripts with these variables set internally. As a result, a caller that only asks to require/provision a runtime can trigger network downloads, and in the lighttpd case execution of configure/make from downloaded source, without the operator or CI job explicitly opting in. This weakens the supply-chain guardrail described by the existing prepare scripts and can unexpectedly execute external runtime provisioning code in CI or developer environments.",medium,new,2026-07-10T16:17:02.156759Z,2026-07-10 15:43:35 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,3daa17fd05b78a4c0093f9a4253bce7117828638,ci/common.sh | ci/prepare-envoy-runtime.sh | ci/prepare-lighttpd-runtime.sh,
https://chatgpt.com/codex/cloud/security/findings/65bc10b56e808191a520045cfdfa2bae,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Runtime path guard now allows source checkout writes,"The new ci_path_is_configured_project_path helper is used as an early success condition in assert_not_system_path_for_write and assert_safe_runtime_path. This means any path under REPO_ROOT, CONNECTOR_ROOT, or FRAMEWORK_ROOT is treated as safe and returns before the existing checks that block writes inside read-only/source checkouts. The commit also allows /src/* unconditionally. Build and smoke scripts rely on assert_safe_runtime_path before creating build/log/output directories and before safe_remove_runtime_path performs rm -rf during REFRESH flows. As a result, an attacker or unsafe CI configuration that can influence BUILD_ROOT, NGINX_BUILD_DIR, APACHE_BUILD_ROOT, LOG_DIR, or related variables can cause generated artifacts to be written into the source checkout, or can remove checkout subdirectories with REFRESH=1. The previous version rejected these source-checkout paths.",medium,new,2026-07-07T18:28:36.552954Z,2026-07-06 17:28:46 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,d5e5f2644da3fa417dafd7dc78098bacef520383,ci/common.sh | ci/prepare-nginx-build.sh | ci/prepare-apache-build.sh,
https://chatgpt.com/codex/cloud/security/findings/2df18b3855f4819199ca1ee44272f787,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Unescaped run IDs allow generated Markdown report injection,"The new report-governance metadata treats the connector repository as an input source for verified_run_id: it reads VERIFIED_RUN_ID from the environment or verified_run_id/run_id/snapshot_date/commit from reports/testing/runtime-validation-snapshot.json under the connector root. Those values are then interpolated directly into generated Markdown blockquote headers and data-source tables inside backtick-delimited spans. Because only strip() is applied, an attacker controlling a connector repository or generated runtime snapshot can include backticks, pipes, or embedded newlines to break out of the code span/table and inject arbitrary Markdown or HTML into generated reports. If those reports are published in a trusted portal or less-restrictive Markdown renderer, this can spoof security evidence or become stored HTML/Markdown injection.",medium,new,2026-07-06T22:30:05.498021Z,2026-07-06 16:53:11 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,95dfdc069f2cfdbd0eed52c5fb050561021261d0,ci/generated_report_utils.py,
https://chatgpt.com/codex/cloud/security/findings/ce59a7b5dfa881919172d51d9b5f02bd,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Missing HAPROXY_BIN flag enables unsafe binary fallback,"Before this commit, a non-empty runtime binary variable such as HAPROXY_BIN was treated as authoritative: if the configured path did not exist or was not executable, resolution failed closed. The new find_runtime_binary logic only treats a non-empty value as authoritative when connector_smoke_runtime_env_was_set reports a matching ${VAR}_WAS_SET flag. The commit added flags only for ENVOY_BIN, TRAEFIK_BIN, and LIGHTTPD_BIN, but HAPROXY_BIN remains a defaulted non-empty variable from common.sh. As a result, when the expected HAPROXY_BIN path is absent, require_local_binary HAPROXY_BIN haproxy now searches broad runtime roots and returns the first executable named haproxy. In a CI or shared build-root setting, a stale or attacker-placed executable can therefore be selected and later run by a connector harness instead of failing with BLOCKED evidence.",medium,new,2026-06-22T10:32:48.260844Z,2026-06-22 10:10:15 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,a722d2805a570ad584ca40339edd3008de15df9c,ci/common.sh | ci/connector-smoke-common.sh,
https://chatgpt.com/codex/cloud/security/findings/c9ca53a179948191addf07c5cfa34f67,Easton97-Jens/ModSecurity-test-Framework,https://github.com/Easton97-Jens/ModSecurity-test-Framework,Phase-1 gap test can be falsely promoted as PASS,"The patched YAML no longer tries to deny on REQUEST_BODY in phase 1. Instead, phase 1 is only a pass/nolog SecAction, and the actual blocking assertion is moved to a phase-2 SecRule. The expected rule_id is also the phase-2 rule. Because the test still declares phase1 capability and remains in the phase1 case path, a connector that never enforces the phase-1 marker can still pass by blocking in phase 2. The changed limitation text also removes the explicit connector-gap / non-promoted wording. In the reporting path, cases without an explicit non-active metadata classification default to active, and active PASS observations are promotion eligible. The former_xfail flag limits default smoke discovery, but explicit/force-all runtime evidence can still be represented as promotion eligible, creating false assurance about phase-1 request-body handling.",medium,new,2026-06-19T16:54:44.396018Z,2026-06-19 16:47:50 +0000,Jens_st97@gmx.de,,,false,user-cTR8W8YixbRnTZ4QJJXk1jpW:github-1240166325,dc19582d89bd8ef50463c5a9c5a0271cc37bb958,tests/cases/phases/phase1/phase1_vs_phase2_request_body_gap.yaml | tests/runners/runner_core.py | ci/generate-case-matrix.py,
